songname,artist,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,duration_ms,cluster_6_10
I Want You So Bad,Heart,Bad Animals,0.322,0.529,9,-13.675999999999998,0,0.0326,0.25,0.00015,0.18100000000000002,0.358,124.62,1aupoGq6oWjYKOKbabJ0Bm,spotify:track:1aupoGq6oWjYKOKbabJ0Bm,https://api.spotify.com/v1/tracks/1aupoGq6oWjYKOKbabJ0Bm,261640,2
If I Were Only a Child Again,Curtis Mayfield,Back to the World,0.785,0.713,11,-13.309000000000001,1,0.0609,0.408,2.23e-05,0.0505,0.963,119.699,4IbpulQkCSvf1cQwfEWoNH,spotify:track:4IbpulQkCSvf1cQwfEWoNH,https://api.spotify.com/v1/tracks/4IbpulQkCSvf1cQwfEWoNH,174240,3
You Don't Know Me,Elvis Presley,Clambake,0.39,0.179,11,-16.914,1,0.040999999999999995,0.938,0.000585,0.12,0.193,82.454,1EOsMbGG8ej3tTDQ735Ch7,spotify:track:1EOsMbGG8ej3tTDQ735Ch7,https://api.spotify.com/v1/tracks/1EOsMbGG8ej3tTDQ735Ch7,149960,1
I Pray (Never Forget),Amanda Perez,I Pray,0.7240000000000001,0.441,0,-7.341,1,0.0277,0.586,0.0,0.095,0.675,122.07700000000001,3ZlGwCGlf0pMHZhEHpa3wJ,spotify:track:3ZlGwCGlf0pMHZhEHpa3wJ,https://api.spotify.com/v1/tracks/3ZlGwCGlf0pMHZhEHpa3wJ,227627,3
Can't Help Falling In Love,Corey Hart,The Singles,0.285,0.11699999999999999,9,-20.993000000000002,1,0.0368,0.945,1.99e-06,0.0654,0.157,132.4,5lyPSebYA8ObxGhTHg5xOT,spotify:track:5lyPSebYA8ObxGhTHg5xOT,https://api.spotify.com/v1/tracks/5lyPSebYA8ObxGhTHg5xOT,206890,1
Break It To Me Gently,Brenda Lee,"...""Let Me Sing""",0.539,0.26,0,-10.414000000000001,0,0.0268,0.588,0.0,0.134,0.49200000000000005,92.03200000000001,5JccvAiwcZ7n3urnXqWPsG,spotify:track:5JccvAiwcZ7n3urnXqWPsG,https://api.spotify.com/v1/tracks/5JccvAiwcZ7n3urnXqWPsG,164000,1
I Want You,Janet Jackson,Damita Jo,0.645,0.836,3,-5.558,1,0.0381,0.20199999999999999,0.0209,0.156,0.68,105.74600000000001,0asiXYLtkLysGJTFdYs0My,spotify:track:0asiXYLtkLysGJTFdYs0My,https://api.spotify.com/v1/tracks/0asiXYLtkLysGJTFdYs0My,252773,0
Downtown Venus,P.M. Dawn,Jesus Wept,0.602,0.8370000000000001,8,-10.22,0,0.0894,0.0129,0.000181,0.161,0.8240000000000001,99.01899999999999,2xYiobqN1NGwo4vh2SMUxi,spotify:track:2xYiobqN1NGwo4vh2SMUxi,https://api.spotify.com/v1/tracks/2xYiobqN1NGwo4vh2SMUxi,213133,2
Foolin' Yourself,Aldo Nova,Aldo Nova,0.315,0.7390000000000001,2,-6.976,1,0.0411,0.49200000000000005,0.0,0.14,0.687,133.072,28xveBsyzEfA8rng32lPPA,spotify:track:28xveBsyzEfA8rng32lPPA,https://api.spotify.com/v1/tracks/28xveBsyzEfA8rng32lPPA,214773,0
This Could Be the Night,Loverboy,Lovin' Every Minute Of It,0.545,0.363,1,-15.084000000000001,0,0.0255,0.319,0.0,0.105,0.315,84.57799999999999,2Qt6mXHybGb8fitLAA97HT,spotify:track:2Qt6mXHybGb8fitLAA97HT,https://api.spotify.com/v1/tracks/2Qt6mXHybGb8fitLAA97HT,298440,1
You Make Me Feel Brand New,The Stylistics,Rockin' Roll Baby,0.45299999999999996,0.359,7,-8.567,1,0.0247,0.8490000000000001,3.02e-05,0.13699999999999998,0.17800000000000002,76.015,73GR50SgGV5hybgWDSFWtD,spotify:track:73GR50SgGV5hybgWDSFWtD,https://api.spotify.com/v1/tracks/73GR50SgGV5hybgWDSFWtD,288440,1
Long Dark Road,The Hollies,Greatest Hits,0.536,0.743,4,-9.439,1,0.0469,0.10800000000000001,0.000802,0.39799999999999996,0.708,121.75200000000001,6MhMpnxCF1Ga91S5HXtSYy,spotify:track:6MhMpnxCF1Ga91S5HXtSYy,https://api.spotify.com/v1/tracks/6MhMpnxCF1Ga91S5HXtSYy,258267,0
Bring It On Home To Me,The Animals,Animal Tracks,0.465,0.598,7,-5.53,1,0.0305,0.495,1.16e-06,0.175,0.748,124.818,56OdLFVSIGJdtVpHrAKkd4,spotify:track:56OdLFVSIGJdtVpHrAKkd4,https://api.spotify.com/v1/tracks/56OdLFVSIGJdtVpHrAKkd4,163867,3
Spend My Life - Remastered,Slaughter,Stick It To Ya,0.504,0.983,0,-3.071,1,0.0793,0.019,0.0,0.33899999999999997,0.534,115.178,4xTQdHvWyjASRfEBpaGJoI,spotify:track:4xTQdHvWyjASRfEBpaGJoI,https://api.spotify.com/v1/tracks/4xTQdHvWyjASRfEBpaGJoI,200640,0
Hide Away,Freddy King,Come On! The Best from His Early Sessions,0.649,0.635,9,-11.509,1,0.0306,0.19399999999999998,0.597,0.0583,0.91,133.83700000000002,3jkHKjSamNIw78f68dqA93,spotify:track:3jkHKjSamNIw78f68dqA93,https://api.spotify.com/v1/tracks/3jkHKjSamNIw78f68dqA93,157707,4
So What'Cha Want - Remastered 2009,Beastie Boys,Check Your Head,0.7,0.9420000000000001,5,-7.355,0,0.237,0.0469,2.9299999999999997e-05,0.0666,0.7659999999999999,171.37,0gmGBCJ5XhOmoNR37MmxEE,spotify:track:0gmGBCJ5XhOmoNR37MmxEE,https://api.spotify.com/v1/tracks/0gmGBCJ5XhOmoNR37MmxEE,216941,5
Buying a Book,Joe Tex,Happy Soul/Buying a Book,0.489,0.56,11,-10.166,1,0.109,0.7559999999999999,0.0,0.136,0.823,105.48899999999999,5qDVIay9HbBwNhJfuQvXPj,spotify:track:5qDVIay9HbBwNhJfuQvXPj,https://api.spotify.com/v1/tracks/5qDVIay9HbBwNhJfuQvXPj,204293,3
Love Lifted Me,Kenny Rogers,Love Lifted Me,0.493,0.429,2,-11.577,1,0.0254,0.326,1.6e-05,0.139,0.358,106.8,6U9QQlA8x0lLpsQJHhMfxl,spotify:track:6U9QQlA8x0lLpsQJHhMfxl,https://api.spotify.com/v1/tracks/6U9QQlA8x0lLpsQJHhMfxl,227987,1
Where Have All The Flowers Gone,Johnny Rivers,Greatest Hits,0.602,0.6,4,-10.925,1,0.0474,0.718,0.0,0.48700000000000004,0.897,130.011,5PykpnE3xvoPgegGwFmAru,spotify:track:5PykpnE3xvoPgegGwFmAru,https://api.spotify.com/v1/tracks/5PykpnE3xvoPgegGwFmAru,226800,3
I Can't Make You Love Me,Bonnie Raitt,Luck Of The Draw,0.588,0.149,7,-16.727999999999998,0,0.0319,0.846,9.65e-05,0.23600000000000002,0.113,124.689,69uJi5QsBtqlYkGURTBli8,spotify:track:69uJi5QsBtqlYkGURTBli8,https://api.spotify.com/v1/tracks/69uJi5QsBtqlYkGURTBli8,332960,1
(Your Love Has Lifted Me) Higher And Higher,Rita Coolidge,Anytime... Anywhere,0.6559999999999999,0.6459999999999999,10,-9.169,0,0.0336,0.0575,0.00464,0.16,0.75,117.586,39iKJpLPhsDTOzH2lXliWF,spotify:track:39iKJpLPhsDTOzH2lXliWF,https://api.spotify.com/v1/tracks/39iKJpLPhsDTOzH2lXliWF,241720,2
All American Girls,Sister Sledge,All American Girls,0.747,0.75,9,-7.037000000000001,0,0.0531,0.0268,0.0,0.395,0.943,120.693,28gKFaRNe013GtaKLtiHbH,spotify:track:28gKFaRNe013GtaKLtiHbH,https://api.spotify.com/v1/tracks/28gKFaRNe013GtaKLtiHbH,283827,2
Very Special,Debra Laws,Very Special,0.54,0.523,8,-9.357999999999999,0,0.0563,0.585,0.0,0.0594,0.556,147.322,6wKAZB2lwOWeqpwquNHThG,spotify:track:6wKAZB2lwOWeqpwquNHThG,https://api.spotify.com/v1/tracks/6wKAZB2lwOWeqpwquNHThG,268173,2
He Called Me Baby,Candi Staton,Stand By Your Man,0.63,0.376,3,-13.305,1,0.0304,0.563,0.0,0.14800000000000002,0.815,94.057,3zIiZrCROmhS9ERPdEHXYa,spotify:track:3zIiZrCROmhS9ERPdEHXYa,https://api.spotify.com/v1/tracks/3zIiZrCROmhS9ERPdEHXYa,213027,3
Slow Motion,Color Me Badd,C.M.B.,0.7829999999999999,0.885,6,-7.747000000000001,0,0.0648,0.00525,0.752,0.0435,0.941,92.042,03GzYByXsXHcoEAxjsWv9G,spotify:track:03GzYByXsXHcoEAxjsWv9G,https://api.spotify.com/v1/tracks/03GzYByXsXHcoEAxjsWv9G,265667,4
Take Me Back to Chicago - 2002 Remaster,Chicago,The Very Best of Chicago: Only the Beginning,0.552,0.528,0,-8.905,0,0.0471,0.275,0.20800000000000002,0.0999,0.626,126.458,5RPUM3JQTg2QF1mJ1s2Hdx,spotify:track:5RPUM3JQTg2QF1mJ1s2Hdx,https://api.spotify.com/v1/tracks/5RPUM3JQTg2QF1mJ1s2Hdx,177200,2
Waiting Game,Swing Out Sister,Kaleidoscope World,0.685,0.711,6,-11.763,0,0.0396,0.228,0.000314,0.0312,0.9440000000000001,115.21700000000001,2YWiD7mVNd2tPqDND0FczP,spotify:track:2YWiD7mVNd2tPqDND0FczP,https://api.spotify.com/v1/tracks/2YWiD7mVNd2tPqDND0FczP,255560,2
In the Ghetto,Candi Staton,Evidence: The Complete Fame Records Masters,0.551,0.292,10,-17.125,1,0.0383,0.8220000000000001,7.04e-06,0.138,0.623,85.272,3tC0NI3tf3hStiYspdxfNn,spotify:track:3tC0NI3tf3hStiYspdxfNn,https://api.spotify.com/v1/tracks/3tC0NI3tf3hStiYspdxfNn,173640,1
Wade In The Water,Ramsey Lewis,Wade In The Water,0.6990000000000001,0.627,7,-10.027000000000001,1,0.0269,0.225,0.344,0.0466,0.847,134.906,6vH7rcUoSok4FYH6RTRIAE,spotify:track:6vH7rcUoSok4FYH6RTRIAE,https://api.spotify.com/v1/tracks/6vH7rcUoSok4FYH6RTRIAE,231507,3
See See Rider (Bonus Track),The Animals,Animalisms,0.43,0.7190000000000001,7,-4.047,0,0.0665,0.154,0.191,0.12,0.6679999999999999,176.668,0uMhYGXAgnP2Y7TMyUPUgd,spotify:track:0uMhYGXAgnP2Y7TMyUPUgd,https://api.spotify.com/v1/tracks/0uMhYGXAgnP2Y7TMyUPUgd,241413,2
Honey Don't Leave L.A.,James Taylor,JT,0.815,0.597,2,-9.987,1,0.0389,0.055999999999999994,2.89e-06,0.0843,0.833,114.243,4JYMyddoksmabha0ZCltwA,spotify:track:4JYMyddoksmabha0ZCltwA,https://api.spotify.com/v1/tracks/4JYMyddoksmabha0ZCltwA,185533,3
Still Water (Love),Four Tops,Still Waters Run Deep,0.515,0.532,10,-12.472000000000001,1,0.0245,0.355,0.000711,0.498,0.961,94.165,5feUxmo1qphxusEo1N9GRt,spotify:track:5feUxmo1qphxusEo1N9GRt,https://api.spotify.com/v1/tracks/5feUxmo1qphxusEo1N9GRt,194693,3
Don't You Know What The Night Can Do?,Steve Winwood,Roll With It,0.597,0.381,0,-17.250999999999998,1,0.0355,0.223,0.00108,0.0623,0.556,171.983,5Pm6zNr7i5606OzSc3vs4v,spotify:track:5Pm6zNr7i5606OzSc3vs4v,https://api.spotify.com/v1/tracks/5Pm6zNr7i5606OzSc3vs4v,415333,1
I Can't Tell the Bottom From the Top,The Hollies,20 Golden Greats,0.368,0.52,4,-9.418,1,0.0457,0.41600000000000004,0.0,0.11,0.18,76.082,1VxfKxXwvPY8G8wBe7ngEt,spotify:track:1VxfKxXwvPY8G8wBe7ngEt,https://api.spotify.com/v1/tracks/1VxfKxXwvPY8G8wBe7ngEt,232280,1
Slither,Velvet Revolver,Contraband,0.478,0.9740000000000001,7,-3.866,1,0.102,0.000266,0.0984,0.0738,0.268,141.077,7kF1iPJTj3VFJX9XokQ80F,spotify:track:7kF1iPJTj3VFJX9XokQ80F,https://api.spotify.com/v1/tracks/7kF1iPJTj3VFJX9XokQ80F,248307,0
Unconditional,Clay Davidson,Unconditional,0.562,0.451,7,-7.7989999999999995,1,0.0266,0.419,0.0,0.10400000000000001,0.27699999999999997,132.94899999999998,2vmL6YN8FcqbcHQcmv0BVh,spotify:track:2vmL6YN8FcqbcHQcmv0BVh,https://api.spotify.com/v1/tracks/2vmL6YN8FcqbcHQcmv0BVh,240960,1
Picture Postcards From L.A.,Joshua Kadison,Painted Desert Serenade,0.7020000000000001,0.439,5,-11.185,1,0.0288,0.6709999999999999,0.00305,0.0971,0.5479999999999999,135.41299999999998,4MNSdVgRmPVraQ1eqNoVg2,spotify:track:4MNSdVgRmPVraQ1eqNoVg2,https://api.spotify.com/v1/tracks/4MNSdVgRmPVraQ1eqNoVg2,274307,1
This Is My Night,Chaka Khan,I Feel for You,0.736,0.893,4,-11.104000000000001,0,0.0718,0.0136,0.0327,0.048,0.693,108.89299999999999,1EZmeztCbpOM1vqDlGyJLQ,spotify:track:1EZmeztCbpOM1vqDlGyJLQ,https://api.spotify.com/v1/tracks/1EZmeztCbpOM1vqDlGyJLQ,280627,2
Cryin',Vixen,Vixen,0.657,0.5670000000000001,9,-12.870999999999999,1,0.0261,0.146,2e-05,0.0554,0.563,109.007,1Fu3vJJwVKY7c7JnTX3Mvi,spotify:track:1Fu3vJJwVKY7c7JnTX3Mvi,https://api.spotify.com/v1/tracks/1Fu3vJJwVKY7c7JnTX3Mvi,211907,3
The Theme From Route 66,Nelson Riddle,Route 66 And Other TV Themes,0.28600000000000003,0.47200000000000003,0,-12.264000000000001,1,0.0297,0.0279,0.0151,0.21100000000000002,0.575,154.019,6KZpSdpQGbTxP5jKfKY8cV,spotify:track:6KZpSdpQGbTxP5jKfKY8cV,https://api.spotify.com/v1/tracks/6KZpSdpQGbTxP5jKfKY8cV,130667,1
The Best Day,George Strait,Latest Greatest Straitest Hits,0.647,0.49,9,-5.044,1,0.0288,0.6759999999999999,0.0,0.231,0.298,132.336,5ApdBBa3MtTzpF0MbpB2NG,spotify:track:5ApdBBa3MtTzpF0MbpB2NG,https://api.spotify.com/v1/tracks/5ApdBBa3MtTzpF0MbpB2NG,204067,1
One Mint Julep,Chet Atkins,Elegant Chet: The Art of Chet Atkins,0.695,0.365,10,-10.888,1,0.0352,0.7290000000000001,0.7659999999999999,0.0965,0.6459999999999999,111.619,5yNabTPoV1Cd8CIKTpbpKT,spotify:track:5yNabTPoV1Cd8CIKTpbpKT,https://api.spotify.com/v1/tracks/5yNabTPoV1Cd8CIKTpbpKT,129773,4
Yakety Axe,Chet Atkins,The Essential Chet Atkins,0.608,0.691,0,-10.119,1,0.0331,0.305,0.629,0.067,0.9209999999999999,118.94200000000001,0Lo5YM7ZvIcUnbvnqLMUre,spotify:track:0Lo5YM7ZvIcUnbvnqLMUre,https://api.spotify.com/v1/tracks/0Lo5YM7ZvIcUnbvnqLMUre,123240,4
How Much Love,Vixen,Rev It Up!,0.595,0.855,0,-8.806000000000001,1,0.0317,0.00463,0.000755,0.0408,0.818,120.145,4CSFgPEx1PDP3PHDatvxsz,spotify:track:4CSFgPEx1PDP3PHDatvxsz,https://api.spotify.com/v1/tracks/4CSFgPEx1PDP3PHDatvxsz,280800,3
Look At That Cadillac,Stray Cats,Rant N' Rave With The Stray Cats,0.507,0.613,9,-10.629000000000001,1,0.033,0.107,0.0,0.355,0.799,143.032,50PCumyqMXOvzuJSWrTAcj,spotify:track:50PCumyqMXOvzuJSWrTAcj,https://api.spotify.com/v1/tracks/50PCumyqMXOvzuJSWrTAcj,241160,0
Anyone Who Knows What Love Is (Will Understand),Irma Thomas,Take A Look,0.595,0.27899999999999997,2,-12.794,1,0.0306,0.838,0.00605,0.0841,0.212,92.345,5GWCndQ8ykzf6rYRvwrFcj,spotify:track:5GWCndQ8ykzf6rYRvwrFcj,https://api.spotify.com/v1/tracks/5GWCndQ8ykzf6rYRvwrFcj,176080,1
Every Light In The House,Trace Adkins,Dreamin' Out Loud,0.637,0.47200000000000003,5,-7.295,1,0.0271,0.539,0.0,0.446,0.349,129.236,2A7j0RLnzvvlUFrevBiOQf,spotify:track:2A7j0RLnzvvlUFrevBiOQf,https://api.spotify.com/v1/tracks/2A7j0RLnzvvlUFrevBiOQf,179600,1
Take Me,Grand Funk Railroad,Greatest Hits: Grand Funk Railroad (Remastered),0.484,0.976,9,-4.362,0,0.0793,0.23199999999999998,0.000148,0.441,0.424,148.921,7edb3y224ijzNLainP04XD,spotify:track:7edb3y224ijzNLainP04XD,https://api.spotify.com/v1/tracks/7edb3y224ijzNLainP04XD,306453,0
(Between A) Rock And A Hard Place,Cutting Crew,The Best Of Cutting Crew,0.615,0.845,5,-9.943,0,0.0393,0.0928,2.7699999999999996e-05,0.0755,0.585,117.444,2KxYID9maMVJaGnvGu6Iso,spotify:track:2KxYID9maMVJaGnvGu6Iso,https://api.spotify.com/v1/tracks/2KxYID9maMVJaGnvGu6Iso,227960,2
Too Much Passion,The Smithereens,Blow Up,0.6679999999999999,0.621,6,-9.601,1,0.0247,0.218,0.0,0.10800000000000001,0.924,91.861,1ek0Z7yy6WxDfaVuyvvuPK,spotify:track:1ek0Z7yy6WxDfaVuyvvuPK,https://api.spotify.com/v1/tracks/1ek0Z7yy6WxDfaVuyvvuPK,275733,3
You Are The One,TKA,Louder Than Love,0.7170000000000001,0.565,7,-13.894,1,0.0674,0.11,0.0773,0.18,0.755,120.568,0IHC55YMzVOlofLcEvvppc,spotify:track:0IHC55YMzVOlofLcEvvppc,https://api.spotify.com/v1/tracks/0IHC55YMzVOlofLcEvvppc,252600,3
A Little More Love,Olivia Newton-John,Totally Hot,0.7170000000000001,0.414,8,-14.855,1,0.0365,0.0294,0.00935,0.0864,0.495,100.178,2g5egJm0qwJPKgpblzIHlI,spotify:track:2g5egJm0qwJPKgpblzIHlI,https://api.spotify.com/v1/tracks/2g5egJm0qwJPKgpblzIHlI,207013,3
Do It,Neil Diamond,The Bang Years 1966-1968 (The 23 Original Mono Recordings),0.573,0.7040000000000001,9,-5.164,1,0.0274,0.156,5.04e-05,0.0888,0.708,107.18700000000001,1I3cevxQnV6XvDQtt4gUGz,spotify:track:1I3cevxQnV6XvDQtt4gUGz,https://api.spotify.com/v1/tracks/1I3cevxQnV6XvDQtt4gUGz,113613,3
I Don't Mind - Live At The Apollo Theater/1962,James Brown,"James Brown Live At The Apollo, 1962",0.547,0.109,0,-17.0,1,0.0412,0.594,0.00748,0.304,0.381,108.09899999999999,0tPXbxVlRMXNsqhi0HEXeS,spotify:track:0tPXbxVlRMXNsqhi0HEXeS,https://api.spotify.com/v1/tracks/0tPXbxVlRMXNsqhi0HEXeS,147760,1
Help Me Understand,Trace Adkins,Chrome,0.502,0.435,7,-9.161,1,0.0279,0.6579999999999999,7.87e-05,0.0877,0.29100000000000004,129.933,1eqw9X3NsJeBcr7eExLIAA,spotify:track:1eqw9X3NsJeBcr7eExLIAA,https://api.spotify.com/v1/tracks/1eqw9X3NsJeBcr7eExLIAA,231507,1
It Should Have Been Me,Yvonne Fair,The Bitch Is Black,0.6629999999999999,0.485,10,-9.468,1,0.149,0.634,0.000463,0.28,0.871,184.804,3lQNVAMwqcxFCJj8mI1izh,spotify:track:3lQNVAMwqcxFCJj8mI1izh,https://api.spotify.com/v1/tracks/3lQNVAMwqcxFCJj8mI1izh,213213,3
Going Through the Motions - 2011 Remaster,Hot Chocolate,Box Selection (Their 8 RAK Albums 1974-1983),0.7140000000000001,0.64,5,-8.167,1,0.0317,0.0578,0.0809,0.275,0.927,112.53,1g0BhJNs8rN7nLklXsWMXr,spotify:track:1g0BhJNs8rN7nLklXsWMXr,https://api.spotify.com/v1/tracks/1g0BhJNs8rN7nLklXsWMXr,349107,3
Neva Eva (feat. Lil' Scrappy & Lil' Jon),Trillville,Neva Eva,0.777,0.81,7,-4.968,1,0.0462,0.0192,0.0,0.0861,0.787,78.021,6QwwsJC57SitPcWuyEpuwd,spotify:track:6QwwsJC57SitPcWuyEpuwd,https://api.spotify.com/v1/tracks/6QwwsJC57SitPcWuyEpuwd,276320,3
Draw Of The Cards,Kim Carnes,Mistaken Identity,0.743,0.308,2,-14.485,1,0.0379,0.23399999999999999,0.428,0.0922,0.252,91.705,7HVxCsQDdlIXFleuz4k8Rr,spotify:track:7HVxCsQDdlIXFleuz4k8Rr,https://api.spotify.com/v1/tracks/7HVxCsQDdlIXFleuz4k8Rr,295627,4
Mistaken Identity,Kim Carnes,Mistaken Identity,0.53,0.265,2,-16.775,0,0.0406,0.635,0.00159,0.10300000000000001,0.353,202.924,6TzYJV7zORhhrLYxLkLzt4,spotify:track:6TzYJV7zORhhrLYxLkLzt4,https://api.spotify.com/v1/tracks/6TzYJV7zORhhrLYxLkLzt4,288227,1
I Just Want To Dance With You,George Strait,One Step At A Time,0.715,0.469,0,-8.674,1,0.0279,0.439,8.690000000000001e-05,0.10400000000000001,0.502,113.991,4cdAXfguhQHYFkvuuzye1m,spotify:track:4cdAXfguhQHYFkvuuzye1m,https://api.spotify.com/v1/tracks/4cdAXfguhQHYFkvuuzye1m,210867,3
We Should Be Sleeping,Eddie Money,Can't Hold Back,0.5589999999999999,0.7190000000000001,9,-10.685,1,0.0548,0.0020800000000000003,0.0,0.539,0.67,117.044,5SiBwhJY4PDLekb0HDlygl,spotify:track:5SiBwhJY4PDLekb0HDlygl,https://api.spotify.com/v1/tracks/5SiBwhJY4PDLekb0HDlygl,235640,0
Simple Life,Carolyn Dawn Johnson,Dress Rehearsal,0.608,0.8220000000000001,2,-3.32,1,0.0267,0.0726,0.0,0.191,0.5870000000000001,100.007,7jp5yLTwHNJL9awtdZf2Br,spotify:track:7jp5yLTwHNJL9awtdZf2Br,https://api.spotify.com/v1/tracks/7jp5yLTwHNJL9awtdZf2Br,229533,0
Solid Rock - Remastered Version,Goanna,Spirit Of Place (Remastered & Expanded),0.552,0.741,9,-7.388,0,0.0476,0.0069900000000000006,0.00133,0.0317,0.508,148.996,18PsAoBaEHQZRUxigLP8QJ,spotify:track:18PsAoBaEHQZRUxigLP8QJ,https://api.spotify.com/v1/tracks/18PsAoBaEHQZRUxigLP8QJ,275227,2
Loving You Again,Chris Rea,Dancing with Strangers,0.6,0.616,10,-8.693,1,0.0286,0.0796,3.5600000000000005e-05,0.0514,0.326,112.935,5axLPA3Dlvc1JAIkXHLAqq,spotify:track:5axLPA3Dlvc1JAIkXHLAqq,https://api.spotify.com/v1/tracks/5axLPA3Dlvc1JAIkXHLAqq,341106,0
Come Back,The J. Geils Band,Love Stinks,0.71,0.8220000000000001,5,-6.827000000000001,0,0.0306,0.00203,0.00938,0.0541,0.956,125.06,4SnovfTMzsmOnAfITyPFTP,spotify:track:4SnovfTMzsmOnAfITyPFTP,https://api.spotify.com/v1/tracks/4SnovfTMzsmOnAfITyPFTP,312600,2
Where Are We Runnin'?,Lenny Kravitz,Baptism,0.723,0.929,9,-4.156000000000001,0,0.0353,0.000452,0.125,0.23600000000000002,0.965,130.03,4ouIWkFspNZYFO87Gdufxb,spotify:track:4ouIWkFspNZYFO87Gdufxb,https://api.spotify.com/v1/tracks/4ouIWkFspNZYFO87Gdufxb,161293,2
This & That,Michael Penn,March,0.713,0.555,0,-11.779000000000002,1,0.0524,0.0070799999999999995,0.0021899999999999997,0.0495,0.9440000000000001,112.34299999999999,0hiMfefSLhzCs2tujQG28n,spotify:track:0hiMfefSLhzCs2tujQG28n,https://api.spotify.com/v1/tracks/0hiMfefSLhzCs2tujQG28n,211400,3
Peace In Our Time,Eddie Money,The Best Of Eddie Money,0.617,0.8009999999999999,11,-7.332999999999999,1,0.0624,0.366,0.0,0.141,0.402,122.03,4DINaOcmczOIrUwKsNqmew,spotify:track:4DINaOcmczOIrUwKsNqmew,https://api.spotify.com/v1/tracks/4DINaOcmczOIrUwKsNqmew,301840,0
Here Come Those Tears Again,Jackson Browne,The Pretender,0.674,0.61,10,-9.336,1,0.0312,0.0511,0.0,0.0526,0.727,115.249,0TEFPhz79iiutJXI0pNiur,spotify:track:0TEFPhz79iiutJXI0pNiur,https://api.spotify.com/v1/tracks/0TEFPhz79iiutJXI0pNiur,212600,3
Sandy,Dion,Lovers Who Wander,0.424,0.38299999999999995,0,-13.642999999999999,1,0.0524,0.7090000000000001,0.0,0.22699999999999998,0.875,86.837,7tq7Lj4YSFE1QZdUHvTJtB,spotify:track:7tq7Lj4YSFE1QZdUHvTJtB,https://api.spotify.com/v1/tracks/7tq7Lj4YSFE1QZdUHvTJtB,140947,1
Gone Crazy,Alan Jackson,16 Biggest Hits,0.5379999999999999,0.34,5,-12.064,1,0.0244,0.43,5.8200000000000005e-05,0.0936,0.165,76.344,5FF1zkuNs0xEiXj9RaZeo0,spotify:track:5FF1zkuNs0xEiXj9RaZeo0,https://api.spotify.com/v1/tracks/5FF1zkuNs0xEiXj9RaZeo0,230440,1
What Are You Doing With a Fool Like Me - Studio Version,Joe Cocker,Joe Cocker Live,0.335,0.5489999999999999,8,-11.024000000000001,1,0.0302,0.252,0.0,0.0822,0.48,141.547,1ADmyvNaireK0kH2xNdVyO,spotify:track:1ADmyvNaireK0kH2xNdVyO,https://api.spotify.com/v1/tracks/1ADmyvNaireK0kH2xNdVyO,290160,0
You're Always On My Mind,SWV,It's About Time,0.621,0.583,1,-10.127,0,0.0345,0.0116,0.0,0.115,0.452,137.534,4zAxfkmJqsaHqFu1YPMS5a,spotify:track:4zAxfkmJqsaHqFu1YPMS5a,https://api.spotify.com/v1/tracks/4zAxfkmJqsaHqFu1YPMS5a,317360,2
I Shoulda Loved Ya,Narada Michael Walden,The Dance Of Life,0.759,0.598,0,-14.045,1,0.053,0.172,0.207,0.0995,0.914,113.807,0PjkD419FrFnRuS5Mgs6pm,spotify:track:0PjkD419FrFnRuS5Mgs6pm,https://api.spotify.com/v1/tracks/0PjkD419FrFnRuS5Mgs6pm,397133,3
Foolish Little Girl,The Shirelles,Will You Still Love Me Tomorrow,0.802,0.527,7,-12.24,0,0.0414,0.7490000000000001,6.6e-06,0.265,0.9259999999999999,109.755,5LtlI4DtIVgiKa4o7yURwE,spotify:track:5LtlI4DtIVgiKa4o7yURwE,https://api.spotify.com/v1/tracks/5LtlI4DtIVgiKa4o7yURwE,135240,2
Toccata,Sky,Sky 2,0.31,0.764,2,-9.854,1,0.0369,0.0311,0.76,0.135,0.321,143.94,1yOwaMlgQUfbPqsrsrVJvQ,spotify:track:1yOwaMlgQUfbPqsrsrVJvQ,https://api.spotify.com/v1/tracks/1yOwaMlgQUfbPqsrsrVJvQ,282813,4
Come Go With Me - DJ NiPPER Remix,Pockets,Come Go With Me,0.684,0.8290000000000001,6,-5.624,0,0.0755,0.0142,0.201,0.0125,0.961,120.00299999999999,2McG5O5FqJdmomceLR7Yu1,spotify:track:2McG5O5FqJdmomceLR7Yu1,https://api.spotify.com/v1/tracks/2McG5O5FqJdmomceLR7Yu1,437871,2
The Shoop Shoop Song (It's In His Kiss),Betty Everett,The Shoop Shoop Song (Deluxe Version),0.652,0.456,9,-9.673,1,0.0569,0.737,0.0,0.235,0.966,121.98299999999999,3qoNRhQuqbAG4uXrPx2aSk,spotify:track:3qoNRhQuqbAG4uXrPx2aSk,https://api.spotify.com/v1/tracks/3qoNRhQuqbAG4uXrPx2aSk,136117,3
Don't Disturb This Groove,The System,Don't Disturb This Groove,0.521,0.878,9,-8.597000000000001,1,0.0542,0.28600000000000003,6.8e-06,0.136,0.841,159.625,6GAn3ar2CL8wUg0MbICZvp,spotify:track:6GAn3ar2CL8wUg0MbICZvp,https://api.spotify.com/v1/tracks/6GAn3ar2CL8wUg0MbICZvp,317875,0
